Molecule name,SMILES,MPPB
E-0016132,Cc1c(N)c(-c2ccc(OCCN3CCOCC3)cc2F)cc2cnccc12,5.8
E-0016134,Cc1cc(-c2cc3cnccc3c(C)c2N)ccc1OCCN1CCCCC1,3.6
E-0016141,Cc1ncnc(-c2ccc(OCCN3CCCCC3)cc2)c1N,87.6
E-0016142,CCNCCOc1ccc(-c2cc3cnccc3c(C)c2N)cc1,10.4
E-0016143,Cn1cc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4Cl)CC2)n3C)cn1,1.1
E-0016144,Cn1c(C(=O)NC2CCN(c3ccncc3Cl)CC2)cc2cc(-n3ccnc3)ccc21,1.1
E-0016145,Cn1ncc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4Cl)CC2)n3C)n1,0.9
E-0016147,Cc1nnc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4Cl)CC2)n3C)o1,2.5
E-0016148,Cc1cnn(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4Cl)CC2)n3C)c1,0.4
E-0016155,Cc1nnc(-c2ccc3c(c2)cc(C(=O)N2CCC(Nc4ccncc4)CC2)n3C)s1,17.7
E-0016159,Cc1nnc(-c2ccc3nc(C(=O)NC4CCN(c5ccncc5Cl)CC4)[nH]c3c2)s1,1.8
E-0016160,Cc1nnc(-c2ccn3nc(C(=O)NC4CCN(c5ccncc5)CC4)cc3c2)s1,46.8
E-0016161,Cc1nnc(-c2ccn3nc(C(=O)NC4CCN(c5ccncc5Cl)CC4)cc3c2)s1,5.6
E-0016162,Cc1nnc(-c2ccn3nc(C(=O)N4CCC(Oc5cncc(Cl)c5)CC4)cc3c2)s1,1.6
E-0016163,Cc1nnc(-c2ccn3ncc(C(=O)NC4CCN(c5ccncc5)CC4)c3c2)s1,37.9
E-0016164,Cc1nnc(-c2ccn3ncc(C(=O)NC4CCN(c5ccncc5Cl)CC4)c3c2)s1,4.5
E-0016166,Cc1nnc(-c2ccc3c(cc(C(=O)NC4CCN(c5ccncc5Cl)CC4)n3C)n2)s1,3.0
E-0016167,Cc1ccc2c(n1)[nH]c1cc(OCCN3CCCCC3)ccc12,3.2
E-0016171,CN(Cc1nc2ccc(CO)cc2n1C)C(=O)c1cn(C)c2ncccc12,30.5
E-0016172,CN(Cc1nc2ccc(CO)cc2[nH]1)C(=O)c1c[nH]c2ncccc12,32.0
E-0016173,Cn1ccc2[nH]c3cc(OCCN4CCCCC4)ccc3c2c1=O,43.5
E-0016177,Cn1ccc2c([nH]c3cc(OCCN4CCCCC4)cnc32)c1=O,43.2
E-0016178,CO[C@H]1CCCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)C1,4.9
E-0016179,CO[C@@H]1CCCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)C1,2.6
E-0016181,CC1CCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,5.3
E-0016182,CC(C)n1ccc2c([nH]c3cc(OCCN4CCCCC4)ccc32)c1=O,6.3
E-0016184,CC(C)Cn1ccc2c([nH]c3cc(OCCN4CCCCC4)ccc32)c1=O,3.0
E-0016185,Cn1ccc2c([nH]c3cc(OCCN4CC5(COC5)C4)ccc32)c1=O,11.8
E-0016187,Cn1ccc2c([nH]c3cc(OCCN4CCC(C)(C)CC4)ccc32)c1=O,3.0
E-0016189,Cc1c(N)c(-c2ccc(OCCN3CC4CCC(C3)O4)cc2)cc2cnccc12,3.3
E-0016211,Nc1c(-c2ccc(OCCN3CCCCC3)cc2)ccc2cccnc12,4.2
E-0016217,Cc1c(N)c(-c2ccc(OCC3CN(C)C3)cc2)cc2cnccc12,23.7
E-0016223,Cn1c(C(=O)NC2CCN(c3ccncc3)CC2)cc2cc(-c3cn[nH]c3)ccc21,13.0
E-0016226,Cn1c(C(=O)NC2CCN(c3ccncc3)CC2)cc2cc(-c3ccccn3)ccc21,5.8
E-0016227,Cn1c(C(=O)NC2CCN(c3ccncc3)CC2)cc2cc(-c3cccnc3)ccc21,5.4
E-0016228,Cn1c(C(=O)NC2CCN(c3ccncc3)CC2)cc2cc(-c3cncnc3)ccc21,12.6
E-0016242,COCCn1ccc2c([nH]c3c(C#CC4CNC4)c(F)ccc32)c1=O,7.3
E-0016243,c1cnc2c(c1)[nH]c1cccc(OCCN3CCCCC3)c12,24.2
E-0016244,COc1cc2[nH]c3cc(OCCN4CCCCC4)ccc3c2cn1,7.3
E-0016245,Cn1ccc2c([nH]c3c(C#CC4CCNCC4)c(F)ccc32)c1=O,1.7
E-0016247,c1cnn(-c2ccc3c(c2)OCc2nc(N[C@@H]4C[C@H]5CC[C@@H](C4)N5)ccc2-3)c1,2.1
E-0016250,COC1CN(Cc2ccc3c(c2)OC[C@H](C(=O)N(C)Cc2cn(C)c4ccccc24)O3)C1,4.1
E-0016252,COC1CN(Cc2ccc3c(c2)O[C@H](C(=O)N(C)Cc2cn(C)c4ccccc24)CO3)C1,4.6
E-0016253,C[C@H]1CCCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)C1,5.1
E-0016254,C[C@@H]1CCCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)C1,2.2
E-0016255,C[C@H]1CCCCN1CCc1cccc2c1[nH]c1c(=O)n(C)ccc12,7.0
E-0016256,C[C@@H]1CCCCN1CCc1cccc2c1[nH]c1c(=O)n(C)ccc12,4.7
E-0016258,Cc1c(N)c(-c2ccc(OCCN3C4CCC3COC4)cc2)cc2cnccc12,9.5
E-0016259,Cc1c(N)c(-c2ccc(OCCN3C4COCC3C4)cc2)cc2cnccc12,12.5
E-0016262,C[C@H](COc1ccc(-c2cc3cnccc3c(Cl)c2N)cc1)N1CCOCC1,2.3
E-0016274,C#Cc1cc(-c2ccc(C(=O)NCCOC)cc2)cc2cnccc12,0.8
E-0016285,Cc1c(N)c(-c2ccc(OCCN3CC4(CCO4)C3)cc2)cc2cnccc12,12.2
E-0016287,Cn1c(C(=O)NC2CCN(c3ccncc3)CC2)cc2cc(-n3ccnc3)ccc21,17.9
E-0016288,Cn1cnc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4)CC2)n3C)c1,22.2
E-0016292,Cc1csc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4)CC2)n3C)n1,4.5
E-0016293,Cc1nc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4)CC2)n3C)cs1,4.8
E-0016310,Cc1nnc(-c2cnc3c(c2)cc(C(=O)NC2CCN(c4ccncc4)CC2)n3C)s1,35.3
E-0016311,NC(=O)c1nccc2c1[nH]c1cc(OCCN3CCCCC3)ccc12,5.6
E-0016312,c1cc2[nH]c3cc(OCCN4CCCCC4)ccc3c2cn1,11.5
E-0016313,Cn1c2cnccc2c2ccc(OCCN3CCCCC3)cc21,8.2
E-0016314,Cn1ccc2c([nH]c3cc(OCCN4CCCCC4)cc(F)c32)c1=O,5.2
E-0016315,Cc1ccc2c(c1)[nH]c1cc(OCCN3CCCCC3)ccc12,1.3
E-0016316,Cc1cccc(Nc2cccc(OCCN3CCCCC3)c2)c1,2.0
E-0016317,c1cnn(-c2ccc3c(c2)OCc2nc(N[C@H]4C[C@H]5CC[C@@H](C4)N5)ccc2-3)c1,2.6
E-0016318,Cn1ccc2c([nH]c3c(CCC4CNC4)c(F)ccc32)c1=O,6.9
E-0016319,Cn1ccc2c([nH]c3c(C#CC4(C)CNC4)c(F)ccc32)c1=O,23.0
E-0016320,Cn1ccc2c([nH]c3c(C(=O)CC4(C)CNC4)c(F)ccc32)c1=O,2.5
E-0016321,Cn1ccc2c([nH]c3cc(C(=O)NCCN4CCCCC4)ccc32)c1=O,25.0
E-0016322,CNC(=O)/C=C/c1ccc(-c2ncc(N(C)[C@@H]3C[C@H]4CC[C@@H](C3)N4)nn2)c(O)c1,22.5
E-0016325,CS(=O)(=O)c1c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc2c1Cl,44.1
E-0016326,Cc1c(N)c(-c2ccc(OCCN3CC4CC(C3)O4)cc2)cc2cnccc12,8.3
E-0016327,Cc1c(N)c(-c2ccc(OCCN3CCCC3=O)cc2)cc2cnccc12,5.2
E-0016358,COc1cnccc1N1CCC(NC(=O)c2cc3cc(-c4nnc(C)s4)ccc3n2C)CC1,4.2
E-0016360,Cc1nnc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4C)CC2)n3C)s1,4.0
E-0016373,Cc1nnc(-c2ccc3cc(C(=O)NC4CCN(c5ccncc5)CC4)cn3c2)s1,30.6
E-0016375,CNC(=O)/C=C/c1ccc(-c2cnc(N(C)[C@@H]3C[C@H]4CC[C@@H](C3)N4)nn2)c(O)c1,21.1
E-0016376,CN1CCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1=O,7.9
E-0016377,COC(=O)N1CCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,3.6
E-0016378,COCCNCCOc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,7.6
E-0016379,Cn1ccc2c([nH]c3cc(OCCN4CCCCC4(C)C)ccc32)c1=O,7.8
E-0016380,CN(C)C1CCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,21.9
E-0016382,Cn1ccc2c([nH]c3nc(OCCN4CCCCC4)cnc32)c1=O,52.1
E-0016390,CNC1(C#Cc2c(F)ccc3c2[nH]c2c(=O)n(C)ccc23)CCC1,0.8
E-0016391,Cn1ccc2c([nH]c3cc(OCCN4CCOCC4)c(F)cc32)c1=O,4.6
E-0016392,Cn1ccc2c([nH]c3cc(NCCCCN4CCCCC4)ccc32)c1=O,18.7
E-0016402,Cc1cccc(-c2ccc(OCCN3CCCCC3)c(F)c2)c1N,11.7
E-0016406,Cc1c(N)c(-c2ccc(OCCN3CCCC3)c(F)c2)cc2cnccc12,12.0
E-0016448,O=c1c2[nH]c3c(CCN4CCCCC4)cccc3c2ccn1CC(F)(F)F,3.1
E-0016450,Cn1ccc2c([nH]c3cc(OCCN4CCC4)ccc32)c1=O,22.9
E-0016452,Cn1ccc2c([nH]c3cc(OCCN4CC5CCC(C4)N5)ccc32)c1=O,15.2
E-0016453,Cn1ccc2c([nH]c3cc(OCCN4C5CCC4CNC5)ccc32)c1=O,16.5
E-0016454,Cn1ccc2c([nH]c3cc(OCCN4CCNC5(CC5)C4)ccc32)c1=O,17.3
E-0016455,Cn1ccc2c([nH]c3c(F)c(OCCN4CCCCC4)ccc32)c1=O,12.2
E-0016460,Cn1ccc2c([nH]c3c(CCC4(C)CCNCC4)c(F)ccc32)c1=O,0.9
E-0016461,Cn1ccc2c([nH]c3cc(OCCN4CCNCC4)c(F)cc32)c1=O,21.8
E-0016462,CC(=O)N1CCN(CCOc2cc3[nH]c4c(=O)n(C)ccc4c3cc2F)CC1,5.6
E-0016463,Cn1ccc2c([nH]c3cc(OCCN4CCOCC4)cnc32)c1=O,49.9
E-0016467,N#Cc1nn(-c2ccc(OCCN3CCCCC3)cc2)c2cccnc12,29.5
E-0016472,Cc1c(OCCN2CCOCC2)ccc(-c2ccc3ccncc3n2)c1N,12.7
E-0016477,Cc1c(N)c(-c2ccc(OC[C@@H](C)N(C)C)c(F)c2)cc2cnccc12,23.3
E-0016483,CCN(C)CCOc1ccc(-c2cnc3c(C#N)cnn3c2)cc1,48.1
E-0016499,CNC(=O)c1ccc2nc(C)cc(Sc3cccc(OC)c3)c2c1,1.0
E-0016511,Cc1cc(N2CCC(NC(=O)c3cc4cc(-c5nnc(C)s5)ccn4n3)CC2)ccn1,46.8
E-0016513,Cc1nnc(-c2ccc3nc(C(=O)NC4CCN(c5ccncc5)CC4)cn3c2)s1,56.4
E-0016517,C[C@H](COc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12)N1CCCCC1,10.5
E-0016518,C[C@@H](COc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12)N1CCCCC1,11.1
E-0016520,Cn1ccc(-c2ccc3c(c2)cc(CN2CCCCC2)n3C)cc1=O,9.3
E-0016522,C[C@H](CN1CCCCC1)Oc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,11.7
E-0016526,Cc1cn(C)c(=O)c2[nH]c3cc(NCCN4CCCCC4)ccc3c12,9.6
E-0016527,CN1CCN(CCOc2cc3[nH]c4c(=O)n(C)ccc4c3cc2F)CC1,12.9
E-0016528,CN1CCN(CCOc2ccc3c([nH]c4c(=O)n(C)ccc43)c2F)CC1,28.0
E-0016531,COC1CCN(CCOc2cnc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,35.5
E-0016534,Cc1cn(C)c(=O)c2[nH]c3cc(N(C)CCN4CCCCC4)ccc3c12,4.6
E-0016540,N#Cc1cnn2cc(-c3ccc(OCCN4CCCCC4)cc3)ccc12,7.5
E-0016542,CNC(=O)c1ccc(-c2cc3cnccc3c(C)c2NC)cc1,12.6
E-0016543,CNc1c(-c2ccc(C(N)=O)c(F)c2)cc2cnccc2c1C,13.6
E-0016549,Cc1cnn2cc(-c3ccc(OCCN4CCCCC4)cc3)cnc12,28.4
E-0016551,N#Cc1cc2ncc(-c3ccc(OCCN4CCCCC4)cc3)cn2n1,12.1
E-0016565,O=C(NC1CCN(c2ccncc2)CC1)c1cc2cc(-c3nnc(C4CC4)s3)ccn2n1,21.5
E-0016571,Cc1nnc(-c2ccn3nc(C(=O)NC4CN(c5ccncc5)C4)cc3c2)s1,51.0
E-0016603,Cc1c(N)c(-c2ccc(OC[C@H](C)N3CC[C@H](F)C3)cc2)cc2cnccc12,2.3
E-0016609,CNc1c(-c2ccc(-c3c[nH]cn3)cc2)cc2cnccc2c1C,2.2
E-0016611,CCN(C)CCNC(=O)COc1ccc(-c2cc3cnccc3c(C)c2N)cc1,34.8
E-0016614,Cc1cccc(-c2ccc3oc(CN4CCCCC4)cc3c2)c1N,3.3
E-0016615,CC(=O)NCCCN(C)CCOc1ccc(-c2cc3cnccc3c(C)c2N)cc1,28.9
E-0016617,CNc1c(-c2ccc(-c3ccn[nH]3)cc2)cc2cnccc2c1C,1.2
E-0016634,CN1CCN(c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4)CC2)n3C)CC1,68.2
E-0016638,CC(C)N1CCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,13.8
E-0016639,C[C@H]1CCC[C@H](C)N1CCOc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,3.9
E-0016652,CN(C(=O)CCCN1CCCCC1)c1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,15.1
E-0016653,Cn1cc(F)c2c([nH]c3cc(OCCN4CCOCC4)cnc32)c1=O,58.4
E-0016654,Cn1ccc2c([nH]c3cc(N4CCNCC4)ccc32)c1=O,31.6
E-0016671,N#Cc1cnc2cc(-c3ccc(OCCN4CCCCC4)cc3)ccn12,11.4
E-0016691,Cc1ncc(-c2cnc3c(c2)cc(C(=O)NC2CCN(c4ccncc4)CC2)n3C)s1,13.2
E-0016692,Cc1cnc(-c2cnc3c(c2)cc(C(=O)NC2CCN(c4ccncc4)CC2)n3C)s1,10.0
E-0016698,C[C@@H]1CCC[C@@H](C)N1CCOc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,1.9
E-0016699,CN(C)[C@H]1CCCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)C1,5.1
E-0016700,CN(C)[C@@H]1CCCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)C1,17.4
E-0016702,Cn1ccc2c([nH]c3cc(OCCN4CC(O)C4)ccc32)c1=O,10.6
E-0016703,COC1CN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)C1,6.8
E-0016704,COC1CCN(CCOc2ccc3c([nH]c4c(=O)n(C)ccc43)c2F)CC1,13.7
E-0016705,COC1CCN(CCN(C)c2ccc3c(c2)[nH]c2c(=O)n(C)cc(C)c23)CC1,3.7
E-0016707,Cn1ccc2c([nH]c3c(=O)n(CCCN4CCCCC4)ccc32)c1=O,56.9
E-0016708,CN1CCN(c2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,19.7
E-0016710,Cc1cn(C)c(=O)c2[nH]c3cc(OCCN4CCOCC4)cnc3c12,32.9
E-0016711,Cn1ccc2c([nH]c3ccc(OCCN4CCCCC4)cc32)c1=O,21.0
E-0016730,Cc1nc(-c2cc(C)c3ccncc3c2N)ccc1OCCN1CCCCC1,5.7
E-0016735,C=Cc1cnn2cc(-c3ccc(OCCN4CCCCC4)cc3)cnc12,9.9
E-0016805,Cn1ncc2c(-c3ccc(OCCN4CCCCC4)cc3)cncc21,22.3
E-0016807,COc1cnc2[nH]cc(-c3ccc(OCCN4CCCCC4)cc3)c2c1,10.1
E-0016808,Cn1cc(-c2ccc(OCCN3CCCCC3)cc2)c2cncnc21,31.2
E-0016816,Cc1c(OCCN2CCCCC2)ccc(-c2cc(C)c3ncnn3c2)c1N,57.2
E-0016817,Cc1nc2c(C#N)cnn2c(N)c1-c1ccc(OCCN2CCCCC2)cc1,52.0
E-0016818,CCc1cnn2cc(-c3ccc(OCCN4CCCCC4)cc3)cnc12,11.4
E-0016833,Cc1nnc(-c2ccn3nc(C(=O)NCCCNc4ccncc4)cc3c2)s1,62.3
E-0016841,Cn1c(C(=O)NC2CCN(c3ccncc3)CC2)cc2cc(-c3ccccn3)cnc21,15.6
E-0016843,COc1cnccc1N1CCC(NC(=O)c2cc3cc(-c4nnc(C)s4)ccn3n2)CC1,18.9
E-0016856,Cc1cn(C)c(=O)c2[nH]c3cc(OCCN4CC5(COC5)C4)ccc3c12,13.9
E-0016859,Cn1cc(F)c2c([nH]c3cc(OCCN4CC5(COC5)C4)ccc32)c1=O,7.0
E-0016860,Cn1cc(Cl)c2c([nH]c3cc(OCCN4CC5(COC5)C4)ccc32)c1=O,3.9
E-0016863,Cc1c(N)c(-c2ccc(OC[C@@H](C)N3CC[C@@H](F)C3)cc2)cc2cnccc12,3.8
E-0016867,Cc1cc(-c2ccc(OCCN3CCCCC3)c(F)c2N)cc2cnccc12,8.3
E-0016873,N#Cc1cnn2cc(-c3ccc(OCCN4CC5(COC5)C4)cc3)cnc12,34.3
E-0016927,Cc1cnccc1N1CCC(NC(=O)c2cc3ccc(-c4cn(C)cn4)cn3c2)CC1,9.7
E-0016928,Cn1ccc2c([nH]c3cc(OCCN4CCC[C@@H](O)C4)ccc32)c1=O,6.3
E-0016929,Cn1ccc2c([nH]c3cc(OCCN4CCC[C@H](O)C4)ccc32)c1=O,5.9
E-0016931,CN1CCC[C@H](COc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)C1,13.7
E-0016932,C[C@H](COc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12)N(C)C,35.5
E-0016939,Cn1ccc2c([nH]c3cc(OCCN4CC(C)(O)C4)ccc32)c1=O,18.1
E-0016942,Cn1ccc2cc(-c3ccccc3OCCN3CCCCC3)[nH]c2c1=O,0.4
E-0016943,COC1CCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)cc(C)c23)CC1,4.1
E-0016944,COC1CCN(CCOc2cccc3[nH]c4c(=O)n(C)cc(C)c4c23)CC1,10.9
E-0016945,Cn1cc(C(F)(F)F)c2c([nH]c3cc(OCCN4CC5(COC5)C4)ccc32)c1=O,3.8
E-0016947,Cc1cn(C)c(=O)c2[nH]c3cc(N(C)C4CCN(C)CC4)ccc3c12,14.9
E-0016961,O=c1[nH]c2cccc(-c3ccc(OCCN4CCCCC4)cc3)c2[nH]1,12.4
E-0016962,Cn1c(=O)[nH]c2cccc(-c3ccc(OCCN4CCCCC4)cc3)c21,12.6
E-0016970,Cn1cc(-c2ccc(OCCN3CCCCC3)cc2)c2cc[nH]c2c1=O,20.8
E-0016983,Fc1cnc2[nH]ccc2c1-c1ccc(OCCN2CCCCC2)cc1,4.9
E-0016988,c1cc(-c2csc3cncn23)ccc1OCCN1CCCCC1,26.2
E-0016992,Cc1nnc(-c2ccn3nc(C(=O)NCCCNC4CCN(C)CC4)cc3c2)s1,81.5
E-0016994,O=C(NC1CCN(c2ccncc2)CC1)c1cc2cc(-c3cn(C4CC4)cn3)ccn2n1,32.5
E-0016996,Cc1nnc(-c2ccc3nc(C(=O)NC4CCN(c5ccncc5C)CC4)cn3c2)s1,25.0
E-0016997,COc1cnccc1N1CCC(NC(=O)c2cn3cc(-c4nnc(C)s4)ccc3n2)CC1,22.6
E-0016999,Cn1ccc2c([nH]c3cc(OCCN4CCC5(CC4)COC5)ccc32)c1=O,15.5
E-0017004,Cn1ccc2c([nH]c3cc(OCCN4CCC5(COC5)C4)ccc32)c1=O,11.7
E-0017005,Cn1ccc2c([nH]c3cc(OCCN4CC[C@](C)(O)C4)ccc32)c1=O,38.1
E-0017009,CN1CC(COc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)C1,36.1
E-0017018,CN(c1ccc2c(c1)[nH]c1c(=O)n(C)ccc12)C1CC2CCC(C1)N2,50.8
E-0017021,Cc1cn(C)c(=O)c2[nH]c3cc(OCCN4CCC(N(C)C)CC4)ccc3c12,16.6
E-0017024,Cn1ccc2c([nH]c3cc(NC4CC(C)(C)NC(C)(C)C4)ccc32)c1=O,32.6
E-0017025,CN1C(C)(C)CC(Nc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1(C)C,35.2
E-0017026,Cn1ccc2c([nH]c3c(F)c(NCCCCN4CCCCC4)ccc32)c1=O,32.2
E-0017039,Cc1nn2cc(-c3ccc(OCCN4CCCCC4)cc3)cnc2c1Br,5.9
E-0017041,Ic1cnc2sc(-c3ccc(OCCN4CCCCC4)cc3)nn12,2.4
E-0017042,Clc1nnc2ccc(-c3ccc(OCCN4CCCCC4)cc3)cn12,22.1
E-0017045,Clc1cc2ncc(-c3ccc(OCCN4CCCCC4)cc3)cn2n1,7.5
E-0017049,C1=C(c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)CCOC1,8.6
E-0017050,FC1(F)CN(c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)C1,15.3
E-0017052,Cc1nc(-c2ccn3nc(C(=O)NC4CCN(c5ccncc5)CC4)cc3n2)cs1,40.7
E-0017055,CNc1cnccc1N1CCC(NC(=O)c2cn3cc(-c4nnc(C)s4)ccc3n2)CC1,18.9
E-0017056,Cc1nnc(-c2ccc3nc(C(=O)NC4CCN(c5ccncc5N(C)C)CC4)cn3c2)s1,22.6
E-0017059,CNc1cnccc1N1CCC(NC(=O)c2cc3cc(-c4nnc(C)s4)ccn3n2)CC1,14.9
E-0017062,Cc1nnc(-c2ccc3c(c2)cc(C(=O)N[C@H]2CCN(c4ccncc4)C2)n3C)s1,20.4
E-0017065,Cc1nnc(-c2ccc3cc(C(=O)NC4CCN(c5ccncc5)CC4)nn3c2)s1,49.9
E-0017072,c1cc(-c2cncc3cn[nH]c23)ccc1OCCN1CCCCC1,43.2
E-0017094,Cn1cc(C#N)c2c([nH]c3cc(OCCN4CC5(COC5)C4)ccc32)c1=O,9.8
E-0017096,Cc1cn(C)c(=O)c2[nH]c3cc(OCCN4CCN(C)CC4)ccc3c12,15.6
E-0017103,Cn1ccc2c([nH]c3cc(OCCN4CC5(COC5)C4)cc(F)c32)c1=O,9.6
E-0017105,CN1CCN(CCOc2cc(F)c3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,21.1
E-0017113,Cc1cn(C)c(=O)c2[nH]c3c(F)c(OCCN4CCN(C)CC4)ccc3c12,24.4
E-0017115,Cc1cn(C)c(=O)c2[nH]c3c(F)c(OCCN4CC5(COC5)C4)ccc3c12,23.4
E-0017120,Cc1cn(C)c(=O)c2[nH]c3cc(N4C[C@@H](C)N[C@@H](C)C4)ccc3c12,14.8
E-0017127,Cn1ccc2c([nH]c3cc(OCCN4CC[C@H](O)C4)ccc32)c1=O,33.2
E-0017160,c1cnn2ncc(-c3ccc(OCCN4CCCCC4)cc3)c2c1,31.9
E-0017166,Cc1nnc(-c2ccn3cc(C(=O)NC4CCN(c5ccncc5)CC4)nc3c2)s1,65.7
E-0017167,Cn1c(C(=O)NC2CCN(c3ccncc3)CC2)cc2cc(-c3cn(C4CC4)cn3)cnc21,25.8
E-0017172,CN1CCN(c2cnc3c(c2)cc(C(=O)NC2CCN(c4ccncc4)CC2)n3C)CC1,62.3
E-0017174,Cc1cccc(-c2cnc3c(c2)cc(C(=O)NC2CCN(c4ccncc4)CC2)n3C)n1,8.9
E-0017176,Cc1cn(C)c(=O)c2[nH]c3cc(OCCN4CC(C)(O)C4)ccc3c12,14.9
E-0017177,Cc1cn(C)c(=O)c2[nH]c3cc(OCCN4CCC(C)(O)CC4)ccc3c12,11.5
E-0017183,Cc1cn(C)c(=O)c2[nH]c3cc(N4C[C@H]5CN(C)C[C@H]5C4)ccc3c12,23.0
E-0017185,Cc1cn(C)c(=O)c2[nH]c3cc(N4CCNCC4)ccc3c12,43.5
E-0017186,COC1CCN(CCOc2ccc3c([nH]c4c(=O)n(C)cc(C)c43)c2F)CC1,9.7
E-0017188,Cc1cn(C)c(=O)c2[nH]c3cc(N4CCN(C5CC5)CC4)ccc3c12,3.9
E-0017189,Cc1cn(C)c(=O)c2[nH]c3cc(N4CCN(C5COC5)CC4)ccc3c12,20.2
E-0017193,Cn1cc(Cl)c2c([nH]c3c(F)c(OCCN4CC5(COC5)C4)ccc32)c1=O,8.4
E-0017198,Cn1cc(C(F)F)c2c([nH]c3cc(OCCN4CC5(COC5)C4)ccc32)c1=O,1.0
E-0017199,Cc1cn(C)c(=O)c2[nH]c3cc(OCCN4CCC[C@](C)(O)C4)ccc3c12,3.2
E-0017200,Cc1cn(C)c(=O)c2[nH]c3cc(OCCN4CCC[C@@](C)(O)C4)ccc3c12,4.9
E-0017203,Cc1cn(C)c(=O)c2[nH]c3cc(O[C@H]4CCN(C)C4)ccc3c12,28.9
E-0017206,Cc1cn(C)c(=O)c2[nH]c3cc(OCCN4CCOCC4)ccc3c12,7.1
E-0017209,Cc1cn(C)c(=O)c2[nH]c3cc(N4C[C@H](C)N(C)[C@@H](C)C4)ccc3c12,8.9
E-0017210,Cc1cn(C)c(=O)c2[nH]c3cc(N4CC5CCC(C4)N5C)ccc3c12,20.3
E-0017211,Cc1cn(C)c(=O)c2[nH]c3c(F)c(N4CCN(C)CC4)ccc3c12,17.1
E-0017212,Cc1cn(C)c(=O)c2[nH]c3cc(N4CC5CC(C4)N5)ccc3c12,19.6
E-0017213,Cc1cn(C)c(=O)c2[nH]c3cc(N4CC5CC(C4)N5C)ccc3c12,23.2
E-0017218,Cn1cc(C2CC2)c2c([nH]c3cc(OCCN4CC5(COC5)C4)ccc32)c1=O,15.0
E-0017220,Cn1c(C(=O)NC2CCN(c3ccncc3)CC2)cc2cc(-n3cnc(C4CC4)c3)cnc21,11.4
E-0017223,Cc1nnc(-c2cc(F)c3nc(C(=O)NC4CCN(c5ccncc5)CC4)cn3c2)s1,55.2
E-0017255,CCc1cnn2cc(-c3ccc(OCCN4CCCCC4)cc3)ccc12,2.8
E-0017260,NC(=O)c1ccc(-c2ccnc3c(F)cnn23)cc1,57.8
E-0017263,c1cc(-c2cnc3cc(N4CCC4)nn3c2)ccc1OCCN1CCCCC1,16.5
E-0017264,Cc1cnn2cc(-c3ccc(C(N)=O)cc3)cnc12,36.0
E-0017265,NC(=O)c1ccc(-c2cnc3c(Cl)cnn3c2)cc1,26.5
E-0017273,Cn1cc(-c2ccc(OCCN3CCCCC3)cc2)c2cn[nH]c2c1=O,42.0
E-0017289,Cc1cc2[nH]cc(-c3ccc(OCCN4CCCCC4)cc3)c2cn1,18.7
