Molecule name,SMILES,pIC50 (SARS-CoV-2 Mpro)
ASAP-0029282,CNS(=O)(=O)[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1,4.25
ASAP-0029289,O=C(CC1=CN=CC2=CC=CC=C12)N1[C@H]2CC[C@H]1C1=NC=CC=C12,4.65
ASAP-0029293,O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@@H](OC2=CC=C(F)C=C2)C1,4.46
ASAP-0029300,CN1C=C([C@H]2CCCN2C(=O)CC2=CN=CC3=CC=CC=C23)C(C(F)F)=N1,4.31
ASAP-0029303,COC1=CC=CC=C1[C@@H]1C[C@H](C)CCN1C(=O)CC1=CN=CC2=CC=CC=C12,5.98
ASAP-0029313,CO[C@]1(C(F)(F)F)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1,5.07
ASAP-0029315,CC(C)C1=NC([C@H]2CCCN(C(=O)CC3=CN=CC4=CC=CC=C34)C2)=NO1,4.04
ASAP-0029324,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@]2(C=CC3=CC=CC=C3O2)C1,4.17
ASAP-0029333,N#CC1(C2=CC=CC=C2)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,5.36
ASAP-0029335,O=C1C[C@H]2CCN(C(=O)CC3=CN=CC4=CC=CC=C34)C[C@H]2N1,4.03
ASAP-0029337,O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](C2=CC=CC(F)=C2)C1,5.07
ASAP-0029342,C[C@]1(C2=CC=CC=C2)CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1,4.57
ASAP-0029343,O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H]2CCC(F)(F)C[C@H]2C1,6.05
ASAP-0029346,O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@]2(CCCC3=CC=CC=C32)C1,5.26
ASAP-0029353,C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)[C@@H](C2CCOCC2)C1,5.13
ASAP-0029358,CN1N=CC=C1[C@H]1CCCN1C(=O)CC1=CN=CC2=CC=CC=C12,4.26
ASAP-0029363,CC[C@H]1C[C@@H](C(F)(F)F)CCN1C(=O)CC1=CN=CC2=CC=CC=C12,5.89
ASAP-0029365,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1C=CC1=CC=CS1,4.88
ASAP-0029392,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@]2(C1)OC[C@H]1C[C@H]12,4.02
ASAP-0029396,CO[C@H]1[C@H]2C[C@H]3CN(C(=O)CC4=CN=CC5=CC=CC=C45)[C@H]1[C@H]3C2,4.23
ASAP-0029400,O=C(CC1=CN=CC2=CC=CC=C12)N1[C@H]2C=CC[C@H]1CCC2,5.24
ASAP-0029402,O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](S(=O)(=O)C(F)F)C1,4.63
ASAP-0029403,O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@@H]2[C@H](C1)[C@H]2C(F)F,4.96
ASAP-0029405,CS(=O)(=O)CC[C@H]1CCCCN1C(=O)CC1=CN=CC2=CC=CC=C12,4.06
ASAP-0029407,CC1(C2=CC=CC=C2)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,5.16
ASAP-0029408,CC(C)[C@]1(C#N)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1,5.9
ASAP-0029411,CCO[C@H]1C[C@H](C)N(C(=O)CC2=CN=CC3=CC=CC=C23)[C@H](C)C1,4.57
ASAP-0029413,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1C1=NOC(C2CC2)=C1,4.51
ASAP-0029414,O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1CC(F)(F)F,4.32
ASAP-0029417,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H](C2=CC=CC(F)=C2)C1,5.1
ASAP-0029418,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC(C2=CC=NO2)CC1,4.87
ASAP-0029425,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H](C2=NOC=C2)C1,4.47
ASAP-0029426,O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@H]2CS(=O)(=O)C[C@H]2C1,4.63
ASAP-0029434,CCC1=NOC([C@H]2CCCN2C(=O)CC2=CN=CC3=CC=CC=C23)=C1,4.25
ASAP-0029438,O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@H]2COC[C@@]2(C2=CC=CC=C2)C1,5.17
ASAP-0029439,O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H]2CCO[C@H]2C1,4.23
ASAP-0029444,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H](C2CCOCC2)C1,4.34
ASAP-0029447,CCC1=CC=CC([C@H]2CCN(C(=O)CC3=CN=CC4=CC=CC=C34)C2)=C1,4.55
ASAP-0029448,O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@H]2CCCCCC[C@H]2C1,5.87
ASAP-0029449,CN1C[C@H]2[C@H](CCCN2C(=O)CC2=CN=CC3=CC=CC=C23)C1=O,4.05
ASAP-0029452,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1CCCN1C=CC=N1,4.15
ASAP-0029459,O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@H]2C=C[C@H]1CC2,4.66
ASAP-0029460,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(C=CC3=CC=CC=C3O2)CC1,5.79
ASAP-0029464,O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@H](C2=CC=CC=C2)[C@H]2CCC[C@H]21,5.2
ASAP-0029465,COC[C@H]1CC[C@@H](C2=CC=C(F)C=C2)N1C(=O)CC1=CN=CC2=CC=CC=C12,5.01
ASAP-0029469,CC1=NN=C(NC[C@H]2CN(C3=CN=CC4=CC=CC=C34)C(=O)[C@@]23CN(CC2=NNC=C2)C(=O)C2=CC=C(Cl)C=C23)S1,7.62
ASAP-0029472,CC1(C)CN(C(=O)CC2=CN=CC3=CC=CC=C23)[C@H]2COC[C@H]21,4.42
ASAP-0029474,CCO[C@@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1,4.14
ASAP-0029475,O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1=NOC=N1,4.37
ASAP-0029476,COC1=CC=CC(C[C@H]2CCCN2C(=O)CC2=CN=CC3=CC=CC=C23)=C1,5.23
ASAP-0029482,O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@]2(CC(C(F)F)=NO2)C1,4.62
ASAP-0029483,CN1C=C([C@H]2CCCCN2C(=O)CC2=CN=CC3=CC=CC=C23)C=N1,4.27
ASAP-0029485,CC1=CSC(C[C@H]2CCCN(C(=O)CC3=CN=CC4=CC=CC=C34)C2)=N1,4.17
ASAP-0029487,O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@H]2[C@@](C3=CC=CC=C3)(C1)CS2(=O)=O,4.75
ASAP-0029488,O=C(C1=CC=CS1)C1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,4.78
ASAP-0029489,CC1=NN(C[C@H]2CCCCN2C(=O)CC2=CN=CC3=CC=CC=C23)C(C)=C1,4.19
ASAP-0029490,C[C@H]1CCC[C@H](CCN(C)C)N1C(=O)CC1=CN=CC2=CC=CC=C12,4.24
ASAP-0029494,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2=NOC=C2C1,5.49
ASAP-0029495,O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](OC2=CC=CC(F)=C2)C1,4.86
ASAP-0029499,C[C@H]1CN(C(=O)CC2=CN=CC3=CC=CC=C23)[C@H](C)CC1=O,4.14
ASAP-0029500,CN1C=C([C@H]2CN(C(=O)CC3=CN=CC4=CC=CC=C34)CC2(C)C)C=N1,4.34
ASAP-0029502,C[C@H]1CC(F)(F)CCN1C(=O)CC1=CN=CC2=CC=CC=C12,5.32
ASAP-0029509,CC1=NN=C([C@H]2CCCCN2C(=O)CC2=CN=CC3=CC=CC=C23)O1,4.01
ASAP-0029510,CCC(=O)[C@H]1CCCCN1C(=O)CC1=CN=CC2=CC=CC=C12,4.34
ASAP-0029522,COC1=CC=CC=C1C[C@H]1CCCN1C(=O)CC1=CN=CC2=CC=CC=C12,4.41
ASAP-0029524,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC(CN2CCCC2=O)CC1,4.46
ASAP-0029527,O=C(CC1=CN=CC2=CC=CC=C12)N1CC(F)(F)C(F)(F)C(F)(F)C1,4.25
ASAP-0029528,CCC1=NC([C@H]2CCCN2C(=O)CC2=CN=CC3=CC=CC=C23)=NO1,4.2
ASAP-0029535,O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H]2CCC[C@H]21,4.21
ASAP-0029536,O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](C2=CC=CS2)C1,5.11
ASAP-0029537,COC1=CC=CC=C1C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1,4.88
ASAP-0029545,O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@@H]2[C@H](C1)[C@@H]2C(F)(F)F,4.3
ASAP-0029550,O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H]2CC[C@H]2C1,4.99
ASAP-0029551,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(CC1)C[C@H]2F,5.11
ASAP-0029556,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC([C@H]2CCO2)CC1,4.43
ASAP-0029557,COC[C@H]1CC12CCN(C(=O)CC1=CN=CC3=CC=CC=C13)CC2,4.59
ASAP-0029558,CO[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C[C@H]1C,4.45
ASAP-0029561,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(CCOCC2)CC1,4.3
ASAP-0029564,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(CC1)CC2(F)F,5.2
ASAP-0029565,CO[C@H](C)C1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,5.34
ASAP-0029573,O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H]2COC[C@H]2C1,4.28
ASAP-0029576,C[C@H]1[C@@H]2CN(C(=O)CC3=CN=CC4=CC=CC=C34)C[C@H]12,5.0
ASAP-0029579,C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C[C@H]1F,5.51
ASAP-0029582,C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)[C@@H](C(F)(F)F)C1,5.43
ASAP-0029583,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC([C@H]2CCCO2)CC1,4.52
ASAP-0029587,COC1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,4.59
ASAP-0029591,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC(F)(F)CC1,5.17
ASAP-0029596,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(CCO2)CC1,4.57
ASAP-0029598,C[C@H]1C[C@@H](C(F)(F)F)CCN1C(=O)CC1=CN=CC2=CC=CC=C12,5.93
ASAP-0029600,CC1(F)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,5.31
ASAP-0029602,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC(CC2CC2)CC1,5.56
ASAP-0029609,O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@@H]2[C@H](C1)[C@H]2C(F)(F)F,5.32
ASAP-0029611,COC[C@@H]1[C@H]2CCN(C(=O)CC3=CN=CC4=CC=CC=C34)C[C@H]21,4.26
ASAP-0029620,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(CC1)CS(=O)(=O)C2,4.32
ASAP-0029628,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(CCCC2)CC1,5.79
ASAP-0029639,COC1CC2(CCN(C(=O)CC3=CN=CC4=CC=CC=C34)CC2)C1,5.36
ASAP-0029648,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(CC1)CCS2(=O)=O,4.6
ASAP-0029653,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(CCC2)CC1,5.85
ASAP-0029656,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(CCCO2)CC1,4.95
ASAP-0029662,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(CCOC2)CC1,4.97
ASAP-0029663,O=C1NC[C@H]2CN(C(=O)CC3=CN=CC4=CC=CC=C34)CC[C@@H]12,4.06
ASAP-0029664,O=C1CC2(CCN(C(=O)CC3=CN=CC4=CC=CC=C34)CC2)CN1,4.16
ASAP-0029665,CC(C)O[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)[C@@H](C)C1,4.39
ASAP-0029671,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC(OC2CC2)CC1,4.29
ASAP-0029673,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(CCCCO2)CC1,5.24
ASAP-0029674,O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H]2CCC[C@H]2C1,5.67
ASAP-0029680,C[C@H]1[C@@H]2CCN(C(=O)CC3=CN=CC4=CC=CC=C34)C[C@H]12,5.58
ASAP-0029695,CC[C@H](C)OC1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,4.33
ASAP-0029696,COCCC1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,5.0
ASAP-0029697,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC(C2CC2)CC1,5.77
ASAP-0029699,C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1(F)F,5.4
ASAP-0029700,C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)[C@@H](C)C1,5.49
ASAP-0029701,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(CC1)COCCO2,4.88
ASAP-0029708,CO[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)[C@@H](C)C1,4.55
ASAP-0029710,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(CC1)CC2,5.15
ASAP-0029712,O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H]2C[C@H]2C1,4.55
ASAP-0029716,COC1(C)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,4.76
ASAP-0029722,O=C(COS(=O)(=O)NCC1=CC=CC=C1)N1CCN(CC2=CC=CC(Cl)=C2)[C@H]2CS(=O)(=O)C[C@@H]21,4.93
ASAP-0029727,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(CC1)COC2,4.27
ASAP-0029731,C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C[C@H]1C,5.53
ASAP-0029734,CO[C@@H]1C[C@@H]2C[C@H]1CN2C(=O)CC1=CN=CC2=CC=CC=C12,4.27
ASAP-0029742,COC(C)(C)C1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,5.08
ASAP-0029754,CN(C)[C@]1(C)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1,4.19
ASAP-0029765,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H](C2=CNC3=CC=CC=C23)C1,4.57
ASAP-0029767,O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](CC2=CC=C(F)C(F)=C2)C1,4.71
ASAP-0029775,C[C@H]1CCC[C@@H](CNC(=O)C(F)(F)F)N1C(=O)CC1=CN=CC2=CC=CC=C12,4.42
ASAP-0029776,O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@H]2CCCS(=O)(=O)[C@H]2C1,4.04
ASAP-0029787,CN1C=C([C@H]2CCCN2C(=O)CC2=CN=CC3=CC=CC=C23)C2=CC=CC=C21,4.76
ASAP-0029791,CN1CC2(CCN(C(=O)CC3=CN=CC4=CC=CC=C34)CC2)C2=CC=CC=C21,4.54
ASAP-0029793,O=C(CC1=CN=CC2=CC=CC=C12)N1[C@H]2CCC[C@H]1C1=C(C2)NN=C1,4.82
ASAP-0029794,C[C@H]1C[C@H](C2CCCCC2)CN1C(=O)CC1=CN=CC2=CC=CC=C12,5.22
ASAP-0029798,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1CCC1=CC=CC=C1,4.83
ASAP-0029806,CC[C@H]1CN(C(=O)CC2=CN=CC3=CC=CC=C23)C[C@@H]1C1=CC=C(OC)C=C1,4.88
ASAP-0029809,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(C[C@H]1C(F)(F)F)OCCO2,4.78
ASAP-0029811,CC1=CC=CC=C1[C@H]1C[C@H](C)N(C(=O)CC2=CN=CC3=CC=CC=C23)C1,4.86
ASAP-0029818,COCC1(F)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,4.63
ASAP-0029819,COC1=CC=CC([C@H](C)[C@H]2CCN(C(=O)CC3=CN=CC4=CC=CC=C34)C2)=C1,4.79
ASAP-0029822,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC(OC2CCC2)CC1,4.3
ASAP-0029825,C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)[C@H]2C(=O)NC[C@H]12,5.28
ASAP-0029839,N#C[C@H](C1=CC=CC=C1)[C@H]1CCCN1C(=O)CC1=CN=CC2=CC=CC=C12,4.46
ASAP-0029846,O=C1C[C@H]2COC[C@H](C1)N2C(=O)CC1=CN=CC2=CC=CC=C12,4.27
ASAP-0029848,CN1N=CC=C1C[C@H]1CCCN1C(=O)CC1=CN=CC2=CC=CC=C12,4.12
ASAP-0029849,CC1=NC=CC(CN2C[C@@]3(C(=O)N(C4=CN=CC5=CC=CC=C45)C[C@@H]3CNC3=NN=C(C(F)(F)F)S3)C3=CC(Cl)=CC=C3C2=O)=N1,7.36
ASAP-0029855,O=C(CC1=CN=CC2=CC=CC=C12)N1CC(F)(F)CC2(CCC2)C1,4.22
ASAP-0029861,C[C@H]1C[C@H](C2=CC=CS2)CN1C(=O)CC1=CN=CC2=CC=CC=C12,5.11
ASAP-0029866,O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](OC(F)(F)F)C1,5.62
ASAP-0029867,C[C@H]1C[C@H](C2=CC=CC=C2)CCN1C(=O)CC1=CN=CC2=CC=CC=C12,4.85
ASAP-0029868,CN1CCC[C@H]2CCN(C(=O)CC3=CN=CC4=CC=CC=C34)C[C@H]21,4.37
ASAP-0029869,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H](OC2=CC=CC=C2)C1,4.27
ASAP-0029873,O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@H]2CC[C@H]2[C@H]1C1=CC=CC=C1,5.26
ASAP-0029878,COC1=CC=CC([C@H]2C[C@H](C)CN2C(=O)CC2=CN=CC3=CC=CC=C23)=C1,5.02
ASAP-0029882,C[C@H]1C[C@H](C)N(C(=O)CC2=CN=CC3=CC=CC=C23)C1,4.38
ASAP-0029884,N#CC1[C@H]2CC[C@H]1CN(C(=O)CC1=CN=CC3=CC=CC=C13)C2,4.86
ASAP-0029885,CN(C[C@H]1CCCN1C(=O)CC1=CN=CC2=CC=CC=C12)C1=CC=CC=C1,4.91
ASAP-0029887,CCN1C=CN=C1[C@H]1CCCCN1C(=O)CC1=CN=CC2=CC=CC=C12,4.14
ASAP-0029897,CS(=O)(=O)C[C@@H]1C[C@@H]2CCC[C@@H]2N1C(=O)CC1=CN=CC2=CC=CC=C12,4.22
ASAP-0029903,CCC1=CC=C([C@H]2C[C@H](C)CCN2C(=O)CC2=CN=CC3=CC=CC=C23)O1,6.27
ASAP-0029904,O=C(CC1=CN=CC2=CC=CC=C12)N1[C@H]2CC[C@H]1CS(=O)(=O)C2,4.31
ASAP-0029906,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC(NC2=CC=CC3=NC=CC=C23)CC1,4.07
ASAP-0029907,COC1=CC=CC([C@]2(F)CCN(C(=O)CC3=CN=CC4=CC=CC=C34)C2)=C1,4.87
ASAP-0029910,C[C@H]1CN(C(=O)CC2=CN=CC3=CC=CC=C23)CC2=CNN=C21,4.09
ASAP-0029918,O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@@H]2C[C@H]1CN2C1=CC=CC=C1,4.14
ASAP-0029925,N#CC1CC2(CCN(C(=O)CC3=CN=CC4=CC=CC=C34)C2)C1,4.06
ASAP-0029929,COCC(=O)[C@H]1CCCCN1C(=O)CC1=CN=CC2=CC=CC=C12,4.06
ASAP-0029930,COC1=CC=CC=C1OC[C@H]1CCCN1C(=O)CC1=CN=CC2=CC=CC=C12,4.14
ASAP-0030057,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1C1=CC=CC(F)=C1F,5.27
ASAP-0030064,O=C1C2=CC=C(Cl)C=C2[C@@]2(CN1CC1=NNC=C1)C(=O)N(C1=CN=CC3=CC=CC=C13)C[C@@H]2CNC1=NN=CO1,8.18
ASAP-0030702,O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@]2(CCCC3=CC=CC=C32)C1,5.35
ASAP-0030703,O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@]2(CCCC3=CC=CC=C32)C1,5.54
ASAP-0030717,C[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,5.79
ASAP-0030718,C[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,5.55
ASAP-0030750,O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@H]2CCCCCC[C@@H]2C1,5.76
ASAP-0030751,O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@H]2CCCCCC[C@@H]2C1,6.03
ASAP-0030756,O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@]2(CC=CCO2)C1,5.16
ASAP-0030757,O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@]2(CC=CCO2)C1,5.34
ASAP-0030807,COC1=CC=CC=C1[C@@H]1C[C@H](C)CCN1C(=O)CC1=CN=CC2=CC=CC=C12,5.87
ASAP-0030808,COC1=CC=CC=C1[C@@H]1C[C@H](C)CCN1C(=O)CC1=CN=CC2=CC=CC=C12,6.19
ASAP-0030810,O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H]2CCC(F)(F)C[C@H]2C1,6.28
ASAP-0030811,O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H]2CCC(F)(F)C[C@H]2C1,5.33
ASAP-0030817,C[C@H]1CC(F)(F)CCN1C(=O)CC1=CN=CC2=CC=CC=C12,5.49
ASAP-0030818,C[C@H]1CC(F)(F)CCN1C(=O)CC1=CN=CC2=CC=CC=C12,5.29
ASAP-0030856,O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](C2=CC=CC(F)=C2)C1,5.03
ASAP-0030857,O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](C2=CC=CC(F)=C2)C1,5.28
ASAP-0030878,CO[C@]1(C(F)(F)F)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1,5.23
ASAP-0030879,CO[C@]1(C(F)(F)F)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1,5.15
ASAP-0030906,C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)[C@@H](C2CCOCC2)C1,5.15
ASAP-0030907,C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)[C@@H](C2CCOCC2)C1,5.34
ASAP-0030921,CC[C@H]1C[C@@H](C(F)(F)F)CCN1C(=O)CC1=CN=CC2=CC=CC=C12,6.13
ASAP-0030922,CC[C@H]1C[C@@H](C(F)(F)F)CCN1C(=O)CC1=CN=CC2=CC=CC=C12,5.92
ASAP-0030943,COC1=CC=CC(C[C@H]2CCCN2C(=O)CC2=CN=CC3=CC=CC=C23)=C1,5.28
ASAP-0030944,COC1=CC=CC(C[C@H]2CCCN2C(=O)CC2=CN=CC3=CC=CC=C23)=C1,5.36
ASAP-0030974,O=C(CC1=CN=CC2=CC=CC=C12)N1[C@H]2C=CC[C@@H]1CCC2,5.45
ASAP-0030975,O=C(CC1=CN=CC2=CC=CC=C12)N1[C@H]2C=CC[C@@H]1CCC2,4.95
ASAP-0030982,CC(C)[C@]1(C#N)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1,5.1
ASAP-0030983,CC(C)[C@]1(C#N)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1,6.23
ASAP-0030989,CC1=CSC2=C1CN(C(=O)CC1=CN=CC3=CC=CC=C13)CC2,6.48
ASAP-0031001,CC1=NN=C(NC[C@H]2CN(C3=CN=CC4=CC=CC=C34)C(=O)[C@@]23CN(CC2=NNC=C2)C(=O)C2=CC=C(Cl)C=C23)O1,7.68
ASAP-0031005,CC1=CC2=C(CCN(C(=O)CC3=CN=CC4=CC=CC=C34)C2)S1,5.38
ASAP-0031011,O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@H]2CC[C@H]2[C@H]1C1=CC=CC=C1,4.75
ASAP-0031012,O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@H]2CC[C@H]2[C@H]1C1=CC=CC=C1,5.44
ASAP-0031015,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1C1=CC=CC(F)=C1F,4.26
ASAP-0031016,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1C1=CC=CC(F)=C1F,5.61
ASAP-0031116,O=C(CC1=CC=CN=C1)N1CCC2=C(C=CS2)C1,4.47
ASAP-0031123,O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H]2CC[C@H]1C2,4.67
ASAP-0031127,C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)[C@H]2C(=O)NC[C@@H]12,5.49
ASAP-0031128,C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)[C@H]2C(=O)NC[C@@H]12,5.21
ASAP-0031151,C[C@H]1CN(C(=O)CC2=CN=CC3=CC=CC=C23)CCC12COC2,4.03
ASAP-0031159,C[C@H]1C[C@H]2C[C@@H]1CN2C(=O)CC1=CN=CC2=CC=CC=C12,4.98
ASAP-0031186,C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C[C@@H]1O,4.6
ASAP-0031188,CCC1=CC=C([C@H]2C[C@H](C)CCN2C(=O)CC2=CN=CC3=CC=CC=C23)O1,5.93
ASAP-0031192,C[C@@H](O)C1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,4.32
ASAP-0031195,N#CC1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,4.74
ASAP-0031217,O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](OC(F)(F)F)C1,5.18
ASAP-0031218,O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](OC(F)(F)F)C1,5.99
ASAP-0031224,O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H]2C[C@@H]1C2,4.39
ASAP-0031226,C[C@H]1C[C@H]2CC[C@@H](C1)N2C(=O)CC1=CN=CC2=CC=CC=C12,5.38
ASAP-0031229,O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@H]2C[C@H]2C1,4.19
ASAP-0031239,O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H]2COC[C@H]1C2,4.14
ASAP-0031240,O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H]2CCC[C@H]1C2,4.97
ASAP-0031241,CC1(O)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,4.62
ASAP-0031251,CO[C@@H]1CN(C(=O)CC2=CN=CC3=CC=CC=C23)CC[C@H]1C,5.07
ASAP-0031259,CC1(C)[C@H]2CN(C(=O)CC3=CN=CC4=CC=CC=C34)C[C@H]21,5.46
